,Overall rank,Country,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year
88,84,Morocco,5.208,0.27668393782383416,0.2701208981001727,0.2701208981001727,0.14438687392055266,0.01243523316062176,0.026252158894645935,2019
89,85,Azerbaijan,5.208,0.2957187411397788,0.325205557130706,0.2180323220867593,0.09951800396937907,0.009923447689254324,0.051601927984122484,2019
90,86,Lebanon,5.197,0.2873362445414847,0.3563318777292576,0.23726346433770013,0.062882096069869,0.04832605531295488,0.007860262008733625,2019
91,87,Indonesia,5.192,0.2442928365258462,0.31566517974284963,0.17318289162949357,0.12883757543951718,0.1306743636840724,0.007347152978220939,2019
92,88,China,5.191,0.27616747181964574,0.3019323671497585,0.23966720343531941,0.1398282340311326,0.015566290928609772,0.02683843263553409,2019
93,89,Vietnam,5.175,0.20021615779519047,0.36368549040799786,0.22993785463388272,0.14671710348554445,0.03971899486625236,0.019724398811132124,2019
94,90,Bhutan,5.082,0.21784565916398713,0.3539657020364416,0.16184351554126475,0.122454448017149,0.09914255091103966,0.044748124330117905,2019
95,91,Cameroon,5.044,0.2292275574112735,0.37995824634655534,0.13820459290187892,0.15908141962421712,0.07807933194154489,0.015448851774530271,2019
96,92,Bulgaria,5.011,0.28616352201257866,0.39648846960167716,0.21357442348008385,0.08149895178197065,0.021226415094339625,0.0010482180293501049,2019
97,93,Ghana,4.996,0.23223109083998478,0.32991258076776886,0.18472063854047888,0.14481185860889395,0.09312048650703154,0.015203344735841885,2019
98,94,Ivory Coast,4.944,0.2580498866213152,0.3664399092970522,0.1052154195011338,0.1596371882086168,0.06984126984126986,0.04081632653061225,2019
99,95,Nepal,4.913,0.14104996837444653,0.38772928526249206,0.21410499683744463,0.13883617963314357,0.09013282732447817,0.028146742567994935,2019
100,96,Jordan,4.906,0.23914285714285713,0.35000000000000003,0.23285714285714285,0.10942857142857143,0.03142857142857143,0.037142857142857144,2019
101,97,Benin,4.883,0.2144026186579378,0.23840698308783412,0.2165848336061102,0.19039825422804144,0.09547190398254227,0.0447354064375341,2019
102,98,Congo (Brazzaville),4.812,0.26392156862745103,0.31333333333333335,0.1992156862745098,0.1458823529411765,0.041176470588235294,0.03647058823529412,2019
103,99,Gabon,4.799,0.32990012484394504,0.3692259675405743,0.17821473158551807,0.09207240948813981,0.013420724094881396,0.017166042446941324,2019
105,100,South Africa,4.722,0.2862254025044723,0.4028026237328563,0.1398330351818724,0.11598091830649972,0.03875968992248063,0.016398330351818726,2019
106,101,Albania,4.719,0.2907583665950261,0.26036229659195576,0.2683451028553884,0.11759287688056494,0.05465151980350015,0.008289837273564629,2019
107,102,Venezuela,4.707,0.27769742551345095,0.4127856522996818,0.2328608620190917,0.044547295342782754,0.01851316170089673,0.013595603124096035,2019
108,103,Cambodia,4.7,0.17737948084054386,0.34672435105067984,0.1968479604449938,0.18819530284301605,0.07169344870210136,0.019159456118665017,2019
109,104,Palestinian Territories,4.696,0.2212121212121212,0.4198653198653199,0.22626262626262625,0.07575757575757576,0.03468013468013468,0.022222222222222223,2019
110,105,Senegal,4.681,0.16841317365269462,0.42440119760479045,0.21369760479041916,0.1092814371257485,0.057260479041916175,0.02694610778443114,2019
113,106,Niger,4.628,0.07317073170731707,0.4103923647932131,0.1940615058324496,0.16861081654294802,0.09968186638388123,0.05408271474019087,2019
114,107,Burkina Faso,4.587,0.14316608996539795,0.4567474048442907,0.16435986159169552,0.11029411764705883,0.07655709342560554,0.04887543252595156,2019
115,108,Armenia,4.559,0.26881720430107525,0.33364958886780516,0.2577482605945604,0.08950031625553447,0.03004427577482606,0.02024035420619861,2019
116,109,Iran,4.548,0.3209804493726291,0.2456959439743215,0.22906332068864893,0.08899912459877442,0.07878611030055442,0.036475051065071484,2019
117,110,Guinea,4.534,0.17202354006337708,0.37528293345405156,0.16976007243096422,0.15029425079221367,0.09370755998189226,0.03893164327750113,2019
118,111,Georgia,4.519,0.3101155057752887,0.2331116555827791,0.26321316065803285,0.1211060553027651,0.015050752537626876,0.057402870143507166,2019
120,112,Kenya,4.509,0.17462482946793997,0.3352660300136426,0.19815825375170532,0.1469986357435198,0.12687585266030013,0.018076398362892224,2019
121,113,Mauritania,4.49,0.22928399034593724,0.46942880128720843,0.19670152855993567,0.026548672566371685,0.04263877715205149,0.035398230088495575,2019
123,114,Tunisia,4.461,0.305270135896586,0.3314550878355983,0.2701358965860126,0.055352999668544914,0.0195558501823003,0.018230029830957905,2019
124,115,Bangladesh,4.456,0.18432272876352904,0.30436208592981306,0.237126926861266,0.172843555264021,0.054444080026238115,0.046900623155132826,2019
125,116,Iraq,4.437,0.3391869918699187,0.31869918699186994,0.18666666666666668,0.07837398373983741,0.04813008130081301,0.02894308943089431,2019
126,117,Congo (Kinshasa),4.418,0.04454976303317535,0.5331753554502369,0.1691943127962085,0.12748815165876776,0.10047393364928908,0.02511848341232227,2019
127,118,Mali,4.39,0.16523605150214593,0.4742489270386266,0.13218884120171673,0.14034334763948497,0.06566523605150214,0.022317596566523604,2019
128,119,Sierra Leone,4.374,0.1369443025038324,0.42973939703628006,0.12365866121614717,0.15789473684210528,0.12876852324987226,0.022994379151762903,2019
129,120,Sri Lanka,4.366,0.24934314240672623,0.3323699421965318,0.2183394640042039,0.12348922753547031,0.06410930110352077,0.012348922753547032,2019
130,121,Myanmar,4.36,0.19142626044755998,0.3184146670261526,0.14963602049069832,0.14154758695066055,0.15260177945537878,0.04637368562954974,2019
131,122,Chad,4.35,0.19908987485779292,0.43572241183162685,0.10921501706484642,0.09897610921501705,0.11262798634812288,0.04436860068259386,2019
132,123,Ukraine,4.332,0.24669073405535502,0.41817087845968715,0.22232250300842363,0.05354993983152829,0.056257521058965115,0.003008423586040915,2019
133,124,Ethiopia,4.286,0.13155833985904464,0.4044635865309318,0.20830070477682067,0.13469068128425996,0.08183241973375097,0.03915426781519185,2019
135,125,Uganda,4.189,0.1321656050955414,0.4255573248407643,0.17635350318471338,0.14171974522292993,0.10031847133757962,0.023885350318471336,2019
136,126,Egypt,4.166,0.3063758389261745,0.3486577181208053,0.21610738255033554,0.0808724832214765,0.025503355704697982,0.022483221476510065,2019
137,127,Zambia,4.107,0.20445702157764412,0.37424831977361156,0.1506897771489211,0.15245843650512908,0.08737177219667491,0.030774672798019095,2019
138,128,Togo,4.085,0.15176600441501106,0.31567328918322296,0.2262693156732892,0.16169977924944812,0.09768211920529801,0.046909492273730695,2019
139,129,India,4.015,0.2611553095814597,0.26461432030439297,0.20338983050847456,0.1722587340020754,0.06918021445866483,0.02940159114493255,2019
140,130,Liberia,3.975,0.0351976856316297,0.44455159112825465,0.21359691417550628,0.17839922854387658,0.11234329797492769,0.01591128254580521,2019
142,131,Madagascar,3.933,0.13029006181645272,0.43556823585354265,0.2639087018544936,0.07037565382786495,0.0803613884926296,0.019495958155016646,2019
144,132,Burundi,3.775,0.03174603174603175,0.30848861283643897,0.2622498274672188,0.1518288474810214,0.12146307798481712,0.12422360248447206,2019
145,133,Zimbabwe,3.663,0.14558472553699284,0.44311853619729524,0.17223548130469374,0.1435958631662689,0.06006364359586317,0.03540175019888624,2019
146,134,Haiti,3.597,0.16029776674937965,0.34143920595533495,0.2228287841191067,0.012903225806451611,0.20794044665012404,0.05459057071960297,2019
147,135,Botswana,3.488,0.31507263922518153,0.3465496368038741,0.16283292978208233,0.13771186440677965,0.007566585956416465,0.03026634382566586,2019
148,136,Syria,3.462,0.322060353798127,0.19667013527575444,0.22892819979188347,0.006763787721123829,0.17221644120707597,0.07336108220603538,2019
149,137,Malawi,3.41,0.09569138276553106,0.280561122244489,0.24799599198396793,0.2219438877755511,0.1092184368737475,0.04458917835671342,2019
150,138,Yemen,3.38,0.12806782686300758,0.5189647478804105,0.2066041945560018,0.06381079875055778,0.048192771084337345,0.03435966086568496,2019
151,139,Rwanda,3.334,0.12521799790722007,0.24799441925357515,0.2141611440530171,0.19358214161144055,0.07568887338681549,0.14335542378793162,2019
152,140,Tanzania,3.231,0.1762962962962963,0.32777777777777783,0.18481481481481482,0.15444444444444444,0.10222222222222224,0.05444444444444445,2019
153,141,Afghanistan,3.203,0.24805102763997167,0.36640680368532963,0.25584691708008506,0.0,0.1119773210489015,0.017717930545712263,2019
0,1,Finland,7.632,0.2585694471963543,0.31543491182880923,0.17317218149395683,0.13493164255993662,0.040023776500891624,0.07786804042005152,2018
1,2,Norway,7.594,0.2794089426213779,0.3035885626559202,0.1652274035693725,0.13164459796584152,0.054883899443484936,0.06524659374400309,2018
2,3,Denmark,7.555,0.2606095679012346,0.30671296296296297,0.16743827160493827,0.13175154320987656,0.054783950617283944,0.07870370370370369,2018
3,4,Iceland,7.495,0.264943775892681,0.3243243243243243,0.18031169855987375,0.13355691457881239,0.06963898204774117,0.027224304596567373,2018
4,5,Switzerland,7.487,0.27471464499903264,0.29967111627007154,0.17933836331979106,0.1276842716192687,0.049526020506867864,0.06906558328496806,2018
5,6,Netherlands,7.441,0.2725816142599639,0.29801722411375925,0.17584618465852192,0.12777889044662527,0.0666933707190066,0.059082715802122966,2018
6,7,Canada,7.328,0.264782002787179,0.3049970137368107,0.17837945450925743,0.13000199084212624,0.06390603225164244,0.05793350587298427,2018
7,8,New Zealand,7.324,0.2453560371517028,0.3097910216718266,0.16950464396284828,0.12945046439628483,0.07062693498452012,0.07527089783281733,2018
8,9,Sweden,7.314,0.26589481946624804,0.2945447409733124,0.179160125588697,0.1293171114599686,0.055926216640502346,0.07515698587127159,2018
9,10,Australia,7.272,0.26105591272160533,0.30644847067991426,0.17728423923631406,0.12604714591856614,0.07032924215858172,0.058834989285018506,2018
10,11,United Kingdom,7.19,0.2844729018980105,0.3276926595014864,0.20306425794648983,0.10610564829636406,0.05991310313286074,0.018751429224788476,2018
11,12,Austria,7.139,0.27827350072629176,0.3120979456318738,0.18489313135505292,0.12803486200456526,0.05021788752853289,0.04648267275368334,2018
12,13,Costa Rica,7.072,0.24267179240749634,0.35055261893320516,0.19629985583853912,0.1518500720807304,0.034358481499279184,0.024267179240749635,2018
13,14,Ireland,6.977,0.28204129333852745,0.30833657966497857,0.17062719127386053,0.11959485781067393,0.059797428905336965,0.05960264900662251,2018
14,15,Germany,6.965,0.2783547985043623,0.3061902783547985,0.17885334441213127,0.12172829248026588,0.056709597008724556,0.05816368923971749,2018
15,16,Belgium,6.927,0.28098471986417656,0.3147283531409168,0.1897283531409168,0.12372665534804751,0.0398981324278438,0.05093378607809846,2018
16,17,Luxembourg,6.91,0.30655514491344105,0.2956623225053492,0.17428515852946902,0.12293328146275045,0.038124878428321345,0.062439214160669144,2018
17,18,United States,6.886,0.30006439150032194,0.31573298991199833,0.17578879587894397,0.11740716892036919,0.062459755312298776,0.02854689847606783,2018
18,19,Israel,6.814,0.2654018767849857,0.31803345573235414,0.18013055895552835,0.1087311301509588,0.07221542227662178,0.05548755609955121,2018
19,20,United Arab Emirates,6.774,0.5224327018943171,0.19341974077766702,0.16699900299102693,0.0707876370887338,0.04636091724825524,,2018
20,21,Czech Republic,6.711,0.29238795352146074,0.353094617026322,0.20251363528574814,0.12876452454351434,0.015176665876215318,0.008062603746739387,2018
21,22,Malta,6.627,0.26228831061544816,0.3149524989673688,0.18256918628665839,0.1332094175960347,0.07765386204047914,0.029326724494010734,2018
22,23,France,6.489,0.2898453261600538,0.3286258686393186,0.2035418067697826,0.11656579242322351,0.021968168572069048,0.03945303743555257,2018
23,24,Mexico,6.488,0.2809962100703844,0.3389279913373037,0.2060097455332972,0.1296697347049269,0.018678938819707634,0.025717379534380073,2018
24,25,Chile,6.476,0.28567820156605206,0.33619600909320535,0.20409194240969944,0.10886587522101542,0.04976004041424603,0.015407931295781763,2018
26,26,Panama,6.43,0.27161700048851983,0.3512457254518808,0.18539325842696633,0.14582315583781144,0.030532486565705914,0.015388373229115782,2018
27,27,Brazil,6.419,0.25771040250914795,0.3852587558808155,0.17642446419236804,0.12885520125457398,0.028750653423941456,0.023000522739153165,2018
28,28,Argentina,6.388,0.27020901536136993,0.3696801813145304,0.18735834802316798,0.14354066985645933,0.015613195668597332,0.013598589775875096,2018
29,29,Guatemala,6.382,0.2224437482198804,0.36115066932497863,0.17317003702648817,0.1720307604671034,0.05098262603246938,0.020222158929080032,2018
30,30,Uruguay,6.379,0.2582093078195133,0.34467280888258917,0.18214032600992203,0.14764942121426883,0.030711079612567915,0.036617056461138664,2018
31,31,Qatar,6.374,0.3449069232378163,0.27253712612424175,0.15645262497385481,0.13679146622045596,0.053545283413511814,0.03576657603011922,2018
32,32,Saudi Arabia,6.371,0.33823890115280847,0.3264655383860682,0.15526122148638705,0.12484670100564141,0.024037282315428014,0.031150355653666913,2018
33,33,Singapore,6.343,0.2864905377552932,0.27187558553494473,0.1888701517706577,0.11823121603897321,0.048903878583473864,0.08562863031665731,2018
34,34,Malaysia,6.322,0.3044048243314106,0.329837441006817,0.17540639748295753,0.09334032511798636,0.08154168851599371,0.015469323544834818,2018
35,35,Spain,6.31,0.2830957230142566,0.34804254356189185,0.21837519800859925,0.10160669834804255,0.03213396696085087,0.016745870106358904,2018
36,36,Colombia,6.26,0.25924925735889814,0.38860383472859844,0.1714825816905212,0.14339724547664057,0.026735079665136375,0.010532001080205237,2018
38,37,Slovakia,6.173,0.3018209029683213,0.38338737839860315,0.19356447992017964,0.08830132202544276,0.02943377400848092,0.003492142678972313,2018
39,38,El Salvador,6.167,0.2454323995127893,0.37484774665042636,0.19457978075517662,0.14037758830694277,0.019792935444579784,0.024969549330085265,2018
40,39,Nicaragua,6.141,0.188169014084507,0.3715492957746478,0.19718309859154926,0.1484507042253521,0.058591549295774634,0.03605633802816901,2018
41,40,Poland,6.123,0.28522920203735147,0.3512005821004124,0.18942517584283292,0.13242784380305606,0.026194518554450645,0.01552267766189668,2018
42,41,Bahrain,6.105,0.30674002751031637,0.3131591013296653,0.1600183402109124,0.13617606602475926,0.05570839064649243,0.028198074277854195,2018
43,42,Uzbekistan,6.096,0.17041953069447738,0.3754444181085566,0.14339890969424035,0.17160464565062813,0.077743541123489,0.06138895472860868,2018
44,43,Kuwait,6.083,0.3446340893149404,0.304185176525602,0.15782090250175357,0.12953004442366145,0.03904606032265607,0.024783726911386486,2018
45,44,Thailand,6.072,0.24364508393285372,0.33980815347721827,0.16954436450839327,0.15275779376498802,0.08729016786570744,0.006954436450839329,2018
46,45,Italy,6.0,0.3040654318017802,0.36107770026461394,0.22756795766177534,0.06759682463314892,0.03295645898484485,0.006735626653836903,2018
47,46,Ecuador,5.973,0.23738317757009345,0.35514018691588783,0.1965287049399199,0.14846461949265688,0.030440587449933245,0.032042723631508674,2018
49,47,Lithuania,5.952,0.3131868131868132,0.3995290423861852,0.18733647305075876,0.09157509157509157,0.006802721088435374,0.0015698587127158557,2018
50,48,Slovenia,5.948,0.27548022598870053,0.3403389830508474,0.19344632768361578,0.14305084745762708,0.036158192090395475,0.011525423728813556,2018
51,49,Romania,5.945,0.30342577487765093,0.33143012506797176,0.19738988580750408,0.1435562805872757,0.023926046764545947,0.00027188689505165854,2018
52,50,Latvia,5.933,0.3025830258302583,0.38323668950975226,0.17685819715340015,0.09567738534528203,0.024248813916710597,0.017395888244596733,2018
53,51,Japan,5.915,0.28590366769774633,0.32302253645603174,0.2182942996022978,0.12218294299602298,0.017454706142288993,0.033141847105612014,2018
54,52,Mauritius,5.891,0.26980198019801976,0.34331683168316823,0.1693069306930693,0.14455445544554452,0.06064356435643563,0.012376237623762373,2018
55,53,Jamaica,5.89,0.2209333693013218,0.4027515511195036,0.1869436201780415,0.15511195036417585,0.02589695171297545,0.008362557323981655,2018
56,54,South Korea,5.875,0.32503209242618747,0.30911424903722723,0.24518613607188705,0.0626444159178434,0.044929396662387676,0.013093709884467267,2018
58,55,Russia,5.81,0.30957504034427114,0.3977945131791286,0.16110812264658417,0.10731576116191502,0.017482517482517484,0.006724045185583648,2018
59,56,Kazakhstan,5.79,0.28482432095689014,0.37777224021928735,0.15723897333665587,0.11313231996012958,0.036880139546473956,0.030152005980563168,2018
